instance_id,n,lenw,budget,solved,nodes_used
142,5,4,100000,0,100000
143,5,4,100000,0,100000
144,5,4,100000,1,10
145,5,5,100000,0,100000
146,5,5,100000,0,100000
147,5,5,100000,0,100000
148,5,5,100000,0,100000
149,5,5,100000,0,100000
150,5,5,100000,0,100000
151,5,5,100000,0,100000
152,5,5,100000,0,100000
153,5,5,100000,1,14
154,5,5,100000,0,100000
155,5,5,100000,0,100000
156,5,5,100000,0,100000
157,5,5,100000,0,100000
158,5,5,100000,0,100000
159,5,5,100000,0,100000
160,5,5,100000,0,100000
161,5,5,100000,0,100000
162,5,5,100000,1,10
163,5,6,100000,0,100000
164,5,6,100000,0,100000
165,5,6,100000,0,100000
166,5,6,100000,0,100000
167,5,6,100000,0,100000
168,5,6,100000,0,100000
169,5,6,100000,0,100000
170,5,6,100000,0,100000
171,5,6,100000,0,100000
172,5,6,100000,0,100000
173,5,6,100000,0,100000
174,5,6,100000,1,44
175,5,6,100000,0,100000
176,5,6,100000,0,100000
177,5,6,100000,0,100000
178,5,6,100000,0,100000
179,5,6,100000,0,100000
180,5,6,100000,1,56
181,5,6,100000,0,100000
182,5,6,100000,0,100000
183,5,6,100000,1,11
184,5,6,100000,0,100000
185,5,6,100000,0,100000
186,5,6,100000,0,100000
187,5,6,100000,0,100000
188,5,6,100000,0,100000
189,5,6,100000,0,100000
190,5,6,100000,0,100000
191,5,6,100000,0,100000
192,5,6,100000,1,48
193,5,6,100000,0,100000
194,5,6,100000,1,52
195,5,6,100000,0,100000
196,5,6,100000,0,100000
197,5,6,100000,0,100000
198,5,6,100000,0,100000
199,5,6,100000,0,100000
200,5,6,100000,0,100000
201,5,6,100000,0,100000
202,5,6,100000,0,100000
203,5,6,100000,0,100000
204,5,6,100000,1,10
