instance_id,n,lenw,total_length,length_imbalance,length_variance,generator_skew
88,1,7,13,3,2.25,0.23076923076923078
89,1,7,13,3,2.25,0.23076923076923078
90,1,7,13,3,2.25,0.23076923076923078
91,1,7,13,3,2.25,0.23076923076923078
92,1,7,13,3,2.25,0.07692307692307693
93,1,7,13,3,2.25,0.07692307692307693
94,1,7,13,3,2.25,0.23076923076923078
95,1,7,13,3,2.25,0.23076923076923078
96,1,7,13,3,2.25,0.23076923076923078
97,1,7,13,3,2.25,0.23076923076923078
98,1,7,13,3,2.25,0.23076923076923078
99,1,7,13,3,2.25,0.23076923076923078
100,1,7,13,3,2.25,0.23076923076923078
101,1,7,13,3,2.25,0.07692307692307693
102,1,7,13,3,2.25,0.07692307692307693
103,1,7,13,3,2.25,0.23076923076923078
104,1,7,13,3,2.25,0.23076923076923078
105,1,7,13,3,2.25,0.23076923076923078
106,1,7,13,3,2.25,0.23076923076923078
107,1,7,13,3,2.25,0.23076923076923078
108,1,7,13,3,2.25,0.23076923076923078
109,1,7,13,3,2.25,0.23076923076923078
110,1,7,13,3,2.25,0.23076923076923078
111,1,7,13,3,2.25,0.23076923076923078
112,1,7,13,3,2.25,0.23076923076923078
113,1,7,13,3,2.25,0.23076923076923078
114,1,7,13,3,2.25,0.23076923076923078
115,1,7,13,3,2.25,0.23076923076923078
116,1,7,13,3,2.25,0.23076923076923078
117,1,7,13,3,2.25,0.23076923076923078
118,1,7,13,3,2.25,0.23076923076923078
119,1,7,13,3,2.25,0.23076923076923078
120,1,7,13,3,2.25,0.23076923076923078
121,1,7,13,3,2.25,0.5384615384615384
122,1,7,13,3,2.25,0.23076923076923078
123,1,7,13,3,2.25,0.23076923076923078
124,1,7,13,3,2.25,0.23076923076923078
125,1,7,13,3,2.25,0.23076923076923078
126,1,7,13,3,2.25,0.23076923076923078
127,1,7,13,3,2.25,0.23076923076923078
128,1,7,13,3,2.25,0.07692307692307693
129,1,7,13,3,2.25,0.07692307692307693
130,1,7,13,3,2.25,0.07692307692307693
131,1,7,13,3,2.25,0.07692307692307693
132,1,7,13,3,2.25,0.23076923076923078
133,1,7,13,3,2.25,0.23076923076923078
134,1,7,13,3,2.25,0.23076923076923078
135,1,7,13,3,2.25,0.23076923076923078
136,1,7,13,3,2.25,0.23076923076923078
137,1,7,13,3,2.25,0.23076923076923078
138,1,7,13,3,2.25,0.07692307692307693
139,1,7,13,3,2.25,0.07692307692307693
140,1,7,13,3,2.25,0.07692307692307693
141,1,7,13,3,2.25,0.07692307692307693
142,1,7,13,3,2.25,0.07692307692307693
143,1,7,13,3,2.25,0.07692307692307693
144,1,7,13,3,2.25,0.07692307692307693
145,1,7,13,3,2.25,0.07692307692307693
146,1,7,13,3,2.25,0.07692307692307693
147,1,7,13,3,2.25,0.07692307692307693
148,1,7,13,3,2.25,0.23076923076923078
149,1,7,13,3,2.25,0.23076923076923078
150,1,7,13,3,2.25,0.07692307692307693
151,1,7,13,3,2.25,0.07692307692307693
152,1,7,13,3,2.25,0.23076923076923078
153,1,7,13,3,2.25,0.23076923076923078
154,1,7,13,3,2.25,0.23076923076923078
155,1,7,13,3,2.25,0.23076923076923078
156,1,7,13,3,2.25,0.23076923076923078
157,1,7,13,3,2.25,0.23076923076923078
158,1,7,13,3,2.25,0.23076923076923078
159,1,7,13,3,2.25,0.23076923076923078
160,1,7,13,3,2.25,0.23076923076923078
161,1,7,13,3,2.25,0.23076923076923078
162,1,7,13,3,2.25,0.23076923076923078
163,1,7,13,3,2.25,0.23076923076923078
164,1,7,13,3,2.25,0.23076923076923078
165,1,7,13,3,2.25,0.23076923076923078
166,1,7,13,3,2.25,0.23076923076923078
167,1,7,13,3,2.25,0.23076923076923078
168,1,7,13,3,2.25,0.23076923076923078
169,1,7,13,3,2.25,0.23076923076923078
170,1,7,13,3,2.25,0.5384615384615384
171,2,1,9,5,6.25,0.3333333333333333
172,2,1,9,5,6.25,0.3333333333333333
173,2,2,10,4,4.0,0.4
174,2,2,10,4,4.0,0.4
175,2,3,11,3,2.25,0.45454545454545453
176,2,3,11,3,2.25,0.45454545454545453
177,2,4,12,2,1.0,0.16666666666666666
178,2,4,12,2,1.0,0.16666666666666666
179,2,4,12,2,1.0,0.5
180,2,4,12,2,1.0,0.16666666666666666
181,2,4,12,2,1.0,0.16666666666666666
182,2,4,12,2,1.0,0.5
183,2,5,13,1,0.25,0.23076923076923078
184,2,5,13,1,0.25,0.23076923076923078
185,2,5,13,1,0.25,0.23076923076923078
186,2,5,13,1,0.25,0.23076923076923078
187,2,5,13,1,0.25,0.23076923076923078
188,2,5,13,1,0.25,0.23076923076923078
189,2,5,13,1,0.25,0.23076923076923078
190,2,5,13,1,0.25,0.23076923076923078
191,2,5,13,1,0.25,0.5384615384615384
192,2,5,13,1,0.25,0.23076923076923078
193,2,5,13,1,0.25,0.23076923076923078
194,2,5,13,1,0.25,0.23076923076923078
195,2,5,13,1,0.25,0.23076923076923078
196,2,5,13,1,0.25,0.23076923076923078
197,2,5,13,1,0.25,0.23076923076923078
198,2,5,13,1,0.25,0.23076923076923078
199,2,5,13,1,0.25,0.23076923076923078
200,2,5,13,1,0.25,0.5384615384615384
201,2,6,14,0,0.0,0.0
202,2,6,14,0,0.0,0.0
203,2,6,14,0,0.0,0.2857142857142857
204,2,6,14,0,0.0,0.2857142857142857
205,2,6,14,0,0.0,0.2857142857142857
206,2,6,14,0,0.0,0.2857142857142857
207,2,6,14,0,0.0,0.2857142857142857
208,2,6,14,0,0.0,0.2857142857142857
209,2,6,14,0,0.0,0.2857142857142857
210,2,6,14,0,0.0,0.2857142857142857
211,2,6,14,0,0.0,0.2857142857142857
212,2,6,14,0,0.0,0.2857142857142857
213,2,6,14,0,0.0,0.2857142857142857
214,2,6,14,0,0.0,0.2857142857142857
215,2,6,14,0,0.0,0.2857142857142857
216,2,6,14,0,0.0,0.2857142857142857
217,2,6,14,0,0.0,0.2857142857142857
218,2,6,14,0,0.0,0.2857142857142857
219,2,6,14,0,0.0,0.2857142857142857
220,2,6,14,0,0.0,0.2857142857142857
221,2,6,14,0,0.0,0.5714285714285714
222,2,6,14,0,0.0,0.2857142857142857
223,2,6,14,0,0.0,0.2857142857142857
224,2,6,14,0,0.0,0.2857142857142857
225,2,6,14,0,0.0,0.2857142857142857
226,2,6,14,0,0.0,0.2857142857142857
227,2,6,14,0,0.0,0.2857142857142857
228,2,6,14,0,0.0,0.0
229,2,6,14,0,0.0,0.0
230,2,6,14,0,0.0,0.2857142857142857
231,2,6,14,0,0.0,0.2857142857142857
232,2,6,14,0,0.0,0.2857142857142857
233,2,6,14,0,0.0,0.2857142857142857
234,2,6,14,0,0.0,0.2857142857142857
235,2,6,14,0,0.0,0.2857142857142857
236,2,6,14,0,0.0,0.2857142857142857
237,2,6,14,0,0.0,0.2857142857142857
238,2,6,14,0,0.0,0.2857142857142857
239,2,6,14,0,0.0,0.2857142857142857
240,2,6,14,0,0.0,0.2857142857142857
241,2,6,14,0,0.0,0.2857142857142857
242,2,6,14,0,0.0,0.5714285714285714
243,2,7,15,1,0.25,0.06666666666666667
244,2,7,15,1,0.25,0.06666666666666667
245,2,7,15,1,0.25,0.06666666666666667
246,2,7,15,1,0.25,0.06666666666666667
247,2,7,15,1,0.25,0.06666666666666667
248,2,7,15,1,0.25,0.06666666666666667
249,2,7,15,1,0.25,0.06666666666666667
250,2,7,15,1,0.25,0.06666666666666667
251,2,7,15,1,0.25,0.06666666666666667
252,2,7,15,1,0.25,0.06666666666666667
253,2,7,15,1,0.25,0.06666666666666667
254,2,7,15,1,0.25,0.06666666666666667
255,2,7,15,1,0.25,0.3333333333333333
256,2,7,15,1,0.25,0.3333333333333333
257,2,7,15,1,0.25,0.3333333333333333
258,2,7,15,1,0.25,0.3333333333333333
259,2,7,15,1,0.25,0.3333333333333333
260,2,7,15,1,0.25,0.3333333333333333
261,2,7,15,1,0.25,0.3333333333333333
262,2,7,15,1,0.25,0.06666666666666667
263,2,7,15,1,0.25,0.06666666666666667
264,2,7,15,1,0.25,0.3333333333333333
265,2,7,15,1,0.25,0.3333333333333333
266,2,7,15,1,0.25,0.3333333333333333
267,2,7,15,1,0.25,0.3333333333333333
268,2,7,15,1,0.25,0.3333333333333333
269,2,7,15,1,0.25,0.3333333333333333
270,2,7,15,1,0.25,0.3333333333333333
271,2,7,15,1,0.25,0.06666666666666667
272,2,7,15,1,0.25,0.06666666666666667
273,2,7,15,1,0.25,0.3333333333333333
274,2,7,15,1,0.25,0.3333333333333333
275,2,7,15,1,0.25,0.3333333333333333
276,2,7,15,1,0.25,0.3333333333333333
277,2,7,15,1,0.25,0.3333333333333333
278,2,7,15,1,0.25,0.3333333333333333
279,2,7,15,1,0.25,0.3333333333333333
280,2,7,15,1,0.25,0.3333333333333333
281,2,7,15,1,0.25,0.3333333333333333
282,2,7,15,1,0.25,0.3333333333333333
283,2,7,15,1,0.25,0.3333333333333333
284,2,7,15,1,0.25,0.3333333333333333
285,2,7,15,1,0.25,0.3333333333333333
286,2,7,15,1,0.25,0.3333333333333333
287,2,7,15,1,0.25,0.3333333333333333
288,2,7,15,1,0.25,0.3333333333333333
289,2,7,15,1,0.25,0.3333333333333333
290,2,7,15,1,0.25,0.3333333333333333
291,2,7,15,1,0.25,0.6
292,2,7,15,1,0.25,0.3333333333333333
293,2,7,15,1,0.25,0.3333333333333333
294,2,7,15,1,0.25,0.3333333333333333
295,2,7,15,1,0.25,0.3333333333333333
296,2,7,15,1,0.25,0.3333333333333333
297,2,7,15,1,0.25,0.3333333333333333
298,2,7,15,1,0.25,0.06666666666666667
299,2,7,15,1,0.25,0.06666666666666667
300,2,7,15,1,0.25,0.06666666666666667
301,2,7,15,1,0.25,0.06666666666666667
302,2,7,15,1,0.25,0.3333333333333333
303,2,7,15,1,0.25,0.3333333333333333
304,2,7,15,1,0.25,0.3333333333333333
305,2,7,15,1,0.25,0.3333333333333333
306,2,7,15,1,0.25,0.3333333333333333
307,2,7,15,1,0.25,0.3333333333333333
308,2,7,15,1,0.25,0.06666666666666667
309,2,7,15,1,0.25,0.06666666666666667
310,2,7,15,1,0.25,0.06666666666666667
311,2,7,15,1,0.25,0.06666666666666667
312,2,7,15,1,0.25,0.06666666666666667
313,2,7,15,1,0.25,0.06666666666666667
314,2,7,15,1,0.25,0.06666666666666667
315,2,7,15,1,0.25,0.06666666666666667
316,2,7,15,1,0.25,0.06666666666666667
317,2,7,15,1,0.25,0.06666666666666667
318,2,7,15,1,0.25,0.3333333333333333
319,2,7,15,1,0.25,0.3333333333333333
320,2,7,15,1,0.25,0.06666666666666667
321,2,7,15,1,0.25,0.06666666666666667
322,2,7,15,1,0.25,0.3333333333333333
323,2,7,15,1,0.25,0.3333333333333333
324,2,7,15,1,0.25,0.3333333333333333
325,2,7,15,1,0.25,0.3333333333333333
326,2,7,15,1,0.25,0.3333333333333333
327,2,7,15,1,0.25,0.3333333333333333
328,2,7,15,1,0.25,0.3333333333333333
329,2,7,15,1,0.25,0.3333333333333333
330,2,7,15,1,0.25,0.3333333333333333
331,2,7,15,1,0.25,0.3333333333333333
332,2,7,15,1,0.25,0.3333333333333333
333,2,7,15,1,0.25,0.3333333333333333
334,2,7,15,1,0.25,0.3333333333333333
335,2,7,15,1,0.25,0.3333333333333333
336,2,7,15,1,0.25,0.3333333333333333
337,2,7,15,1,0.25,0.3333333333333333
338,2,7,15,1,0.25,0.3333333333333333
339,2,7,15,1,0.25,0.3333333333333333
340,2,7,15,1,0.25,0.6
341,3,1,11,7,12.25,0.45454545454545453
342,3,1,11,7,12.25,0.45454545454545453
343,3,2,12,6,9.0,0.5
344,3,2,12,6,9.0,0.5
345,3,3,13,5,6.25,0.5384615384615384
346,3,3,13,5,6.25,0.5384615384615384
347,3,4,14,4,4.0,0.2857142857142857
348,3,4,14,4,4.0,0.2857142857142857
349,3,4,14,4,4.0,0.5714285714285714
350,3,4,14,4,4.0,0.2857142857142857
351,3,4,14,4,4.0,0.2857142857142857
352,3,4,14,4,4.0,0.5714285714285714
353,3,5,15,3,2.25,0.3333333333333333
354,3,5,15,3,2.25,0.3333333333333333
355,3,5,15,3,2.25,0.3333333333333333
356,3,5,15,3,2.25,0.3333333333333333
357,3,5,15,3,2.25,0.3333333333333333
358,3,5,15,3,2.25,0.3333333333333333
359,3,5,15,3,2.25,0.3333333333333333
360,3,5,15,3,2.25,0.3333333333333333
361,3,5,15,3,2.25,0.6
362,3,5,15,3,2.25,0.3333333333333333
363,3,5,15,3,2.25,0.3333333333333333
364,3,5,15,3,2.25,0.3333333333333333
365,3,5,15,3,2.25,0.3333333333333333
366,3,5,15,3,2.25,0.3333333333333333
367,3,5,15,3,2.25,0.3333333333333333
368,3,5,15,3,2.25,0.3333333333333333
369,3,5,15,3,2.25,0.3333333333333333
370,3,5,15,3,2.25,0.6
371,3,6,16,2,1.0,0.125
372,3,6,16,2,1.0,0.125
373,3,6,16,2,1.0,0.375
374,3,6,16,2,1.0,0.375
375,3,6,16,2,1.0,0.375
376,3,6,16,2,1.0,0.375
377,3,6,16,2,1.0,0.375
378,3,6,16,2,1.0,0.375
379,3,6,16,2,1.0,0.375
380,3,6,16,2,1.0,0.375
381,3,6,16,2,1.0,0.375
382,3,6,16,2,1.0,0.375
383,3,6,16,2,1.0,0.375
384,3,6,16,2,1.0,0.375
385,3,6,16,2,1.0,0.375
386,3,6,16,2,1.0,0.375
387,3,6,16,2,1.0,0.375
388,3,6,16,2,1.0,0.375
389,3,6,16,2,1.0,0.375
390,3,6,16,2,1.0,0.375
391,3,6,16,2,1.0,0.625
392,3,6,16,2,1.0,0.375
393,3,6,16,2,1.0,0.375
394,3,6,16,2,1.0,0.375
395,3,6,16,2,1.0,0.375
396,3,6,16,2,1.0,0.375
397,3,6,16,2,1.0,0.375
398,3,6,16,2,1.0,0.125
399,3,6,16,2,1.0,0.125
400,3,6,16,2,1.0,0.375
401,3,6,16,2,1.0,0.375
402,3,6,16,2,1.0,0.375
403,3,6,16,2,1.0,0.375
404,3,6,16,2,1.0,0.375
405,3,6,16,2,1.0,0.375
406,3,6,16,2,1.0,0.375
407,3,6,16,2,1.0,0.375
408,3,6,16,2,1.0,0.375
409,3,6,16,2,1.0,0.375
410,3,6,16,2,1.0,0.375
411,3,6,16,2,1.0,0.375
412,3,6,16,2,1.0,0.625
413,3,7,17,1,0.25,0.17647058823529413
414,3,7,17,1,0.25,0.17647058823529413
415,3,7,17,1,0.25,0.17647058823529413
416,3,7,17,1,0.25,0.17647058823529413
417,3,7,17,1,0.25,0.17647058823529413
418,3,7,17,1,0.25,0.17647058823529413
419,3,7,17,1,0.25,0.17647058823529413
420,3,7,17,1,0.25,0.17647058823529413
421,3,7,17,1,0.25,0.17647058823529413
422,3,7,17,1,0.25,0.17647058823529413
423,3,7,17,1,0.25,0.17647058823529413
424,3,7,17,1,0.25,0.17647058823529413
425,3,7,17,1,0.25,0.4117647058823529
426,3,7,17,1,0.25,0.4117647058823529
427,3,7,17,1,0.25,0.4117647058823529
428,3,7,17,1,0.25,0.4117647058823529
429,3,7,17,1,0.25,0.4117647058823529
430,3,7,17,1,0.25,0.4117647058823529
431,3,7,17,1,0.25,0.4117647058823529
432,3,7,17,1,0.25,0.17647058823529413
433,3,7,17,1,0.25,0.17647058823529413
434,3,7,17,1,0.25,0.4117647058823529
435,3,7,17,1,0.25,0.4117647058823529
436,3,7,17,1,0.25,0.4117647058823529
437,3,7,17,1,0.25,0.4117647058823529
438,3,7,17,1,0.25,0.4117647058823529
439,3,7,17,1,0.25,0.4117647058823529
440,3,7,17,1,0.25,0.4117647058823529
441,3,7,17,1,0.25,0.17647058823529413
442,3,7,17,1,0.25,0.17647058823529413
443,3,7,17,1,0.25,0.4117647058823529
444,3,7,17,1,0.25,0.4117647058823529
445,3,7,17,1,0.25,0.4117647058823529
446,3,7,17,1,0.25,0.4117647058823529
447,3,7,17,1,0.25,0.4117647058823529
448,3,7,17,1,0.25,0.4117647058823529
449,3,7,17,1,0.25,0.4117647058823529
450,3,7,17,1,0.25,0.4117647058823529
451,3,7,17,1,0.25,0.4117647058823529
452,3,7,17,1,0.25,0.4117647058823529
453,3,7,17,1,0.25,0.4117647058823529
454,3,7,17,1,0.25,0.4117647058823529
455,3,7,17,1,0.25,0.4117647058823529
456,3,7,17,1,0.25,0.4117647058823529
457,3,7,17,1,0.25,0.4117647058823529
458,3,7,17,1,0.25,0.4117647058823529
459,3,7,17,1,0.25,0.4117647058823529
460,3,7,17,1,0.25,0.4117647058823529
461,3,7,17,1,0.25,0.6470588235294118
462,3,7,17,1,0.25,0.4117647058823529
463,3,7,17,1,0.25,0.4117647058823529
464,3,7,17,1,0.25,0.4117647058823529
465,3,7,17,1,0.25,0.4117647058823529
466,3,7,17,1,0.25,0.4117647058823529
467,3,7,17,1,0.25,0.4117647058823529
468,3,7,17,1,0.25,0.17647058823529413
469,3,7,17,1,0.25,0.17647058823529413
470,3,7,17,1,0.25,0.17647058823529413
471,3,7,17,1,0.25,0.17647058823529413
472,3,7,17,1,0.25,0.4117647058823529
473,3,7,17,1,0.25,0.4117647058823529
474,3,7,17,1,0.25,0.4117647058823529
475,3,7,17,1,0.25,0.4117647058823529
476,3,7,17,1,0.25,0.4117647058823529
477,3,7,17,1,0.25,0.4117647058823529
478,3,7,17,1,0.25,0.17647058823529413
479,3,7,17,1,0.25,0.17647058823529413
480,3,7,17,1,0.25,0.17647058823529413
481,3,7,17,1,0.25,0.17647058823529413
482,3,7,17,1,0.25,0.17647058823529413
483,3,7,17,1,0.25,0.17647058823529413
484,3,7,17,1,0.25,0.17647058823529413
485,3,7,17,1,0.25,0.17647058823529413
486,3,7,17,1,0.25,0.17647058823529413
487,3,7,17,1,0.25,0.17647058823529413
488,3,7,17,1,0.25,0.4117647058823529
489,3,7,17,1,0.25,0.4117647058823529
490,3,7,17,1,0.25,0.17647058823529413
491,3,7,17,1,0.25,0.17647058823529413
492,3,7,17,1,0.25,0.4117647058823529
493,3,7,17,1,0.25,0.4117647058823529
494,3,7,17,1,0.25,0.4117647058823529
495,3,7,17,1,0.25,0.4117647058823529
496,3,7,17,1,0.25,0.4117647058823529
497,3,7,17,1,0.25,0.4117647058823529
498,3,7,17,1,0.25,0.4117647058823529
499,3,7,17,1,0.25,0.4117647058823529
500,3,7,17,1,0.25,0.4117647058823529
501,3,7,17,1,0.25,0.4117647058823529
502,3,7,17,1,0.25,0.4117647058823529
503,3,7,17,1,0.25,0.4117647058823529
504,3,7,17,1,0.25,0.4117647058823529
505,3,7,17,1,0.25,0.4117647058823529
506,3,7,17,1,0.25,0.4117647058823529
507,3,7,17,1,0.25,0.4117647058823529
508,3,7,17,1,0.25,0.4117647058823529
509,3,7,17,1,0.25,0.4117647058823529
510,3,7,17,1,0.25,0.6470588235294118
511,4,1,13,9,20.25,0.5384615384615384
512,4,1,13,9,20.25,0.5384615384615384
513,4,2,14,8,16.0,0.5714285714285714
514,4,2,14,8,16.0,0.5714285714285714
515,4,3,15,7,12.25,0.6
516,4,3,15,7,12.25,0.6
517,4,4,16,6,9.0,0.375
518,4,4,16,6,9.0,0.375
519,4,4,16,6,9.0,0.625
520,4,4,16,6,9.0,0.375
521,4,4,16,6,9.0,0.375
522,4,4,16,6,9.0,0.625
523,4,5,17,5,6.25,0.4117647058823529
524,4,5,17,5,6.25,0.4117647058823529
525,4,5,17,5,6.25,0.4117647058823529
526,4,5,17,5,6.25,0.4117647058823529
527,4,5,17,5,6.25,0.4117647058823529
528,4,5,17,5,6.25,0.4117647058823529
529,4,5,17,5,6.25,0.4117647058823529
530,4,5,17,5,6.25,0.4117647058823529
531,4,5,17,5,6.25,0.6470588235294118
532,4,5,17,5,6.25,0.4117647058823529
533,4,5,17,5,6.25,0.4117647058823529
534,4,5,17,5,6.25,0.4117647058823529
535,4,5,17,5,6.25,0.4117647058823529
536,4,5,17,5,6.25,0.4117647058823529
537,4,5,17,5,6.25,0.4117647058823529
538,4,5,17,5,6.25,0.4117647058823529
539,4,5,17,5,6.25,0.4117647058823529
540,4,5,17,5,6.25,0.6470588235294118
541,4,6,18,4,4.0,0.2222222222222222
542,4,6,18,4,4.0,0.2222222222222222
543,4,6,18,4,4.0,0.4444444444444444
544,4,6,18,4,4.0,0.4444444444444444
545,4,6,18,4,4.0,0.4444444444444444
546,4,6,18,4,4.0,0.4444444444444444
547,4,6,18,4,4.0,0.4444444444444444
548,4,6,18,4,4.0,0.4444444444444444
549,4,6,18,4,4.0,0.4444444444444444
550,4,6,18,4,4.0,0.4444444444444444
551,4,6,18,4,4.0,0.4444444444444444
552,4,6,18,4,4.0,0.4444444444444444
553,4,6,18,4,4.0,0.4444444444444444
554,4,6,18,4,4.0,0.4444444444444444
555,4,6,18,4,4.0,0.4444444444444444
556,4,6,18,4,4.0,0.4444444444444444
557,4,6,18,4,4.0,0.4444444444444444
558,4,6,18,4,4.0,0.4444444444444444
559,4,6,18,4,4.0,0.4444444444444444
560,4,6,18,4,4.0,0.4444444444444444
561,4,6,18,4,4.0,0.6666666666666666
562,4,6,18,4,4.0,0.4444444444444444
563,4,6,18,4,4.0,0.4444444444444444
564,4,6,18,4,4.0,0.4444444444444444
565,4,6,18,4,4.0,0.4444444444444444
566,4,6,18,4,4.0,0.4444444444444444
567,4,6,18,4,4.0,0.4444444444444444
568,4,6,18,4,4.0,0.2222222222222222
569,4,6,18,4,4.0,0.2222222222222222
570,4,6,18,4,4.0,0.4444444444444444
571,4,6,18,4,4.0,0.4444444444444444
572,4,6,18,4,4.0,0.4444444444444444
573,4,6,18,4,4.0,0.4444444444444444
574,4,6,18,4,4.0,0.4444444444444444
575,4,6,18,4,4.0,0.4444444444444444
576,4,6,18,4,4.0,0.4444444444444444
577,4,6,18,4,4.0,0.4444444444444444
578,4,6,18,4,4.0,0.4444444444444444
579,4,6,18,4,4.0,0.4444444444444444
580,4,6,18,4,4.0,0.4444444444444444
581,4,6,18,4,4.0,0.4444444444444444
582,4,6,18,4,4.0,0.6666666666666666
583,4,7,19,3,2.25,0.2631578947368421
584,4,7,19,3,2.25,0.2631578947368421
585,4,7,19,3,2.25,0.2631578947368421
586,4,7,19,3,2.25,0.2631578947368421
587,4,7,19,3,2.25,0.2631578947368421
588,4,7,19,3,2.25,0.2631578947368421
589,4,7,19,3,2.25,0.2631578947368421
590,4,7,19,3,2.25,0.2631578947368421
591,4,7,19,3,2.25,0.2631578947368421
592,4,7,19,3,2.25,0.2631578947368421
593,4,7,19,3,2.25,0.2631578947368421
594,4,7,19,3,2.25,0.2631578947368421
595,4,7,19,3,2.25,0.47368421052631576
596,4,7,19,3,2.25,0.47368421052631576
597,4,7,19,3,2.25,0.47368421052631576
598,4,7,19,3,2.25,0.47368421052631576
599,4,7,19,3,2.25,0.47368421052631576
600,4,7,19,3,2.25,0.47368421052631576
601,4,7,19,3,2.25,0.47368421052631576
602,4,7,19,3,2.25,0.2631578947368421
603,4,7,19,3,2.25,0.2631578947368421
604,4,7,19,3,2.25,0.47368421052631576
605,4,7,19,3,2.25,0.47368421052631576
606,4,7,19,3,2.25,0.47368421052631576
607,4,7,19,3,2.25,0.47368421052631576
608,4,7,19,3,2.25,0.47368421052631576
609,4,7,19,3,2.25,0.47368421052631576
610,4,7,19,3,2.25,0.47368421052631576
611,4,7,19,3,2.25,0.2631578947368421
612,4,7,19,3,2.25,0.2631578947368421
613,4,7,19,3,2.25,0.47368421052631576
614,4,7,19,3,2.25,0.47368421052631576
615,4,7,19,3,2.25,0.47368421052631576
616,4,7,19,3,2.25,0.47368421052631576
617,4,7,19,3,2.25,0.47368421052631576
618,4,7,19,3,2.25,0.47368421052631576
619,4,7,19,3,2.25,0.47368421052631576
620,4,7,19,3,2.25,0.47368421052631576
621,4,7,19,3,2.25,0.47368421052631576
